state,mean_ret,mean_vol,sd_ret,sd_vol
0,0.0016263690515189492,0.022519954138580454,0.02260727140037991,0.002923887322586785
1,0.0013253526491665674,0.0073824487281917185,0.007779784803786799,0.0013933494645405713
2,0.0008949343126915208,0.0156529099858957,0.015551244290424723,0.0017549191576612946
3,-0.0015003928732075119,0.039677391026216355,0.040712485835286125,0.013379190968414443
4,0.0005422348527464168,0.011212502644536703,0.011731983014316995,0.0012630982950016954
