Date,Close
2015-01-02,24.237545013427734
2015-01-05,23.554733276367188
2015-01-06,23.55695343017578
2015-01-07,23.88727569580078
2015-01-08,24.805082321166992
2015-01-09,24.831680297851562
2015-01-12,24.219816207885742
2015-01-13,24.43486213684082
2015-01-14,24.34174156188965
2015-01-15,23.681106567382812
2015-01-16,23.497102737426758
2015-01-20,24.102319717407227
2015-01-21,24.28632926940918
2015-01-22,24.918148040771484
2015-01-23,25.046724319458008
2015-01-26,25.07332992553711
2015-01-27,24.19542694091797
2015-01-28,25.563264846801758
2015-01-29,26.359140396118164
2015-01-30,25.973392486572266
2015-02-02,26.299278259277344
2015-02-03,26.303720474243164
2015-02-04,26.505447387695312
2015-02-05,26.694639205932617
2015-02-06,26.469846725463867
2015-02-09,26.645675659179688
2015-02-10,27.157577514648438
2015-02-11,27.79411506652832
2015-02-12,28.14577293395996
2015-02-13,28.283761978149414
2015-02-17,28.45069122314453
2015-02-18,28.648771286010742
2015-02-19,28.58868408203125
2015-02-20,28.822378158569336
2015-02-23,29.601360321044922
2015-02-24,29.416624069213867
2015-02-25,28.66434669494629
2015-02-26,29.027130126953125
2015-02-27,28.590911865234375
2015-03-02,28.73112678527832
2015-03-03,28.791217803955078
2015-03-04,28.60870933532715
2015-03-05,28.134645462036133
2015-03-06,28.17693519592285
2015-03-09,28.297122955322266
2015-03-10,27.71177101135254
2015-03-11,27.206541061401367
2015-03-12,27.698413848876953
2015-03-13,27.50700569152832
2015-03-16,27.8096981048584
2015-03-17,28.27486228942871
2015-03-18,28.59312629699707
2015-03-19,28.377248764038086
2015-03-20,28.021135330200195
2015-03-23,28.31268882751465
2015-03-24,28.196956634521484
2015-03-25,27.460264205932617
2015-03-26,27.65167236328125
2015-03-27,27.43133544921875
2015-03-30,28.12574005126953
2015-03-31,27.69396209716797
2015-04-01,27.653902053833008
2015-04-02,27.892045974731445
2015-04-06,28.343860626220703
2015-04-07,28.045621871948242
2015-04-08,27.95436668395996
2015-04-09,28.168031692504883
2015-04-10,28.288209915161133
2015-04-13,28.232574462890625
2015-04-14,28.110164642333984
2015-04-15,28.21699333190918
2015-04-16,28.081235885620117
2015-04-17,27.765182495117188
2015-04-20,28.39950180053711
2015-04-21,28.245933532714844
2015-04-22,28.62652015686035
2015-04-23,28.860206604003906
2015-04-24,28.995981216430664
2015-04-27,29.523462295532227
2015-04-28,29.058290481567383
2015-04-29,28.63097381591797
2015-04-30,27.854211807250977
2015-05-01,28.69996452331543
2015-05-04,28.644325256347656
2015-05-05,27.998878479003906
2015-05-06,27.82305145263672
2015-05-07,27.99514389038086
2015-05-08,28.52260398864746
2015-05-11,28.2320499420166
2015-05-12,28.131479263305664
2015-05-13,28.16276741027832
2015-05-14,28.819849014282227
2015-05-15,28.779617309570312
2015-05-18,29.096981048583984
2015-05-19,29.07015609741211
2015-05-20,29.06792449951172
2015-05-21,29.36518096923828
2015-05-22,29.622196197509766
2015-05-26,28.969587326049805
2015-05-27,29.510454177856445
2015-05-28,29.452341079711914
2015-05-29,29.117097854614258
2015-06-01,29.17520523071289
2015-06-02,29.045578002929688
2015-06-03,29.081335067749023
2015-06-04,28.911476135253906
2015-06-05,28.75279426574707
2015-06-08,28.562824249267578
2015-06-09,28.477893829345703
2015-06-10,28.8042049407959
2015-06-11,28.7393856048584
2015-06-12,28.422021865844727
2015-06-15,28.36614990234375
2015-06-16,28.518131256103516
2015-06-17,28.451078414916992
2015-06-18,28.580707550048828
2015-06-19,28.294631958007812
2015-06-22,28.520360946655273
2015-06-23,28.390735626220703
2015-06-24,28.632102966308594
2015-06-25,28.495777130126953
2015-06-26,28.328153610229492
2015-06-29,27.831995010375977
2015-06-30,28.033143997192383
2015-07-01,28.294631958007812
2015-07-02,28.258867263793945
2015-07-06,28.16053009033203
2015-07-07,28.091251373291016
2015-07-08,27.39394187927246
2015-07-09,26.8351993560791
2015-07-10,27.552621841430664
2015-07-13,28.08454132080078
2015-07-14,28.0733642578125
2015-07-15,28.343801498413086
2015-07-16,28.721506118774414
2015-07-17,28.969587326049805
2015-07-20,29.51715850830078
2015-07-21,29.22214126586914
2015-07-22,27.986207962036133
2015-07-23,27.972793579101562
2015-07-24,27.82529067993164
2015-07-27,27.438644409179688
2015-07-28,27.574968338012695
2015-07-29,27.48780632019043
2015-07-30,27.3492374420166
2015-07-31,27.1101016998291
2015-08-03,26.470903396606445
2015-08-04,25.62160873413086
2015-08-05,25.791465759277344
2015-08-06,25.84759521484375
2015-08-07,25.93515968322754
2015-08-10,26.87809181213379
2015-08-11,25.47940444946289
2015-08-12,25.872289657592773
2015-08-13,25.85209083557129
2015-08-14,26.033935546875
2015-08-17,26.303346633911133
2015-08-18,26.155174255371094
2015-08-19,25.820653915405273
2015-08-20,25.290817260742188
2015-08-21,23.74396324157715
2015-08-24,23.15125846862793
2015-08-25,23.29045295715332
2015-08-26,24.62627410888672
2015-08-27,25.3514347076416
2015-08-28,25.434507369995117
2015-08-31,25.315515518188477
2015-09-01,24.183992385864258
2015-09-02,25.221220016479492
2015-09-03,24.77893829345703
2015-09-04,24.531984329223633
2015-09-08,25.2144832611084
2015-09-09,24.729541778564453
2015-09-10,25.272859573364258
2015-09-11,25.64105224609375
2015-09-14,25.888004302978516
2015-09-15,26.10577964782715
2015-09-16,26.134967803955078
2015-09-17,25.57594108581543
2015-09-18,25.470428466796875
2015-09-21,25.865554809570312
2015-09-22,25.459196090698242
2015-09-23,25.665746688842773
2015-09-24,25.81841278076172
2015-09-25,25.75330352783203
2015-09-28,25.243669509887695
2015-09-29,24.484834671020508
2015-09-30,24.76322364807129
2015-10-01,24.601579666137695
2015-10-02,24.78117561340332
