Date,ret,vol
2015-01-16,-0.007800413185017341,0.02073640905272627
2015-01-20,0.025430963918353644,0.0203949196012534
2015-01-21,0.007605520833524615,0.020442994191585264
2015-01-22,0.02568276444439288,0.021451277599974526
2015-01-23,0.00514667831324811,0.017998538343571267
2015-01-26,0.001061675170904497,0.017998532291687266
2015-01-27,-0.035641082538778956,0.01992382728464146
2015-01-28,0.05499270809056611,0.026488943610750357
2015-01-29,0.03065874492745868,0.02750796741842858
2015-01-30,-0.014742450816139119,0.0259288379668055
2015-02-02,0.012468848070127159,0.025231653521121663
2015-02-03,0.00016889588363122598,0.024918604037610547
2015-02-04,0.0076398815893017336,0.024918432553475405
2015-02-05,0.007112492776351509,0.024197329308407494
2015-02-06,-0.008456540721217376,0.024683502495216215
2015-02-09,0.00662064752750835,0.02463433009136543
2015-02-10,0.019029232335022517,0.019970977264121424
2015-02-11,0.02316820444836054,0.013888225579053339
2015-02-12,0.012572871073224245,0.011661882211562388
2015-02-13,0.004890677176331515,0.00903396113138824
2015-02-17,0.005884598062895208,0.008953886930525424
2015-02-18,0.006938098845292284,0.008554540793627892
2015-02-19,-0.0020995771271197228,0.009198589953036644
2015-02-20,0.00814112674966827,0.009198705599732026
2015-02-23,0.026668212252706436,0.009062207762871326
2015-02-24,-0.006260357993893351,0.010572160241960449
2015-02-25,-0.025905884007808133,0.014915077266698665
2015-02-26,0.012576839213538804,0.01385124020789923
2015-02-27,-0.015142013900584672,0.01476371497757859
2015-03-02,0.004892191659546352,0.0147637528436099
2015-03-03,0.0020893112394873015,0.01468908874636789
2015-03-04,-0.006359209593813642,0.014712755530539783
2015-03-05,-0.01670944219052295,0.01562601143264839
2015-03-06,0.0015019909348303884,0.015303822446684186
2015-03-09,0.004256394698249011,0.011846420156112841
2015-03-10,-0.020902867937703906,0.012941654128043824
2015-03-11,-0.01839984459761368,0.011826567290970907
2015-03-12,0.01791772519057666,0.012800086813092002
2015-03-13,-0.006934425132530286,0.012308821528122658
2015-03-16,0.010944087906537447,0.0129207830545491
2015-03-17,0.01658833903553747,0.014324912933366825
2015-03-18,0.011193198083935929,0.014773842041429315
2015-03-19,-0.0075786254164795785,0.013885586353951863
2015-03-20,-0.01262866560405751,0.014517462032271994
2015-03-23,0.010351013972179857,0.0148656241714475
2015-03-24,-0.00409602126694919,0.013075137536691346
2015-03-25,-0.026474029581671665,0.01461529671719676
2015-03-26,0.00694618766373134,0.013572841098420272
2015-03-27,-0.008000219959160226,0.013635907671318103
2015-03-30,0.024999183630979527,0.015515644312919697
2015-03-31,-0.015470758510587768,0.015276945745070623
2015-04-01,-0.0014475734861618683,0.01456332237076472
2015-04-02,0.008574716554193618,0.014932117205135669
2015-04-06,0.016068892657830958,0.015355306080488355
2015-04-07,-0.010577913537718864,0.015387399811264076
2015-04-08,-0.0032591174075702334,0.015370640950558522
2015-04-09,0.007614287594127411,0.012588001987105366
2015-04-10,0.0042574000945760915,0.012512028900303911
2015-04-13,-0.0019686729705346018,0.012100219147176102
2015-04-14,-0.004345192125874586,0.009395729108061824
2015-04-15,0.003793154900939122,0.007707035204280949
2015-04-16,-0.004822805665927188,0.007938936381864594
2015-04-17,-0.011318783690026812,0.008454234533100296
2015-04-20,0.022588795258986494,0.009983345588579487
2015-04-21,-0.00542210129202525,0.009485843974182695
2015-04-22,0.013384064894193859,0.010148634993322183
2015-04-23,0.008130145775141262,0.010179483945660168
2015-04-24,0.004693529483787984,0.010189124307061544
2015-04-27,0.018028037648991635,0.011138918914225188
2015-04-28,-0.01588145007704611,0.012648519555639193
2015-04-29,-0.014814696851381814,0.013879567491124553
2015-04-30,-0.027504945563233907,0.016605447721038936
2015-05-01,0.02991169984628561,0.01869404121981307
2015-05-04,-0.0019405344330363228,0.01745150780579234
2015-05-05,-0.022790897158642576,0.018946334457795068
2015-05-06,-0.00629958899859373,0.0183117902128362
2015-05-07,0.006166196594528106,0.01819111422747344
2015-05-08,0.018665832680260674,0.019351009556507124
2015-05-11,-0.010239039970373565,0.018187364327600732
2015-05-12,-0.0035686475585032795,0.017740475555853997
2015-05-13,0.0011115931749050567,0.0172953587674743
2015-05-14,0.023063550662205667,0.016257001898046276
2015-05-15,-0.0013969473615698114,0.013338458611607205
2015-05-18,0.010967020486169154,0.013719106575438863
2015-05-19,-0.0009223404963605297,0.010847178698242643
2015-05-20,-7.676888808783033e-05,0.010374487220899176
2015-05-21,0.010174336332072542,0.010527587416756872
2015-05-22,0.00871430014594754,0.00948792990805456
2015-05-26,-0.022277385046807652,0.011917373532370596
2015-05-27,0.01849801267127571,0.012671698380181175
2015-05-28,-0.0019711791717962335,0.0128077774168768
2015-05-29,-0.01144784353110051,0.011857522439450029
2015-06-01,0.001993655843723463,0.011828979449234897
2015-06-02,-0.004452961117326293,0.011436785975788462
2015-06-03,0.001230310279377811,0.011441452286737926
2015-06-04,-0.005857947380194073,0.011592974271175373
2015-06-05,-0.005503660028861823,0.011029479575443564
2015-06-08,-0.006628933510672397,0.010406388138511644
2015-06-09,-0.002977889674080636,0.008100374855260519
2015-06-10,0.011393250185113946,0.006225414607474546
2015-06-11,-0.002252878652114987,0.006223783507063089
2015-06-12,-0.01110424022333012,0.006169301654699488
2015-06-15,-0.0019677330609249033,0.005978927245987506
2015-06-16,0.0053435399831647246,0.006463197797475282
2015-06-17,-0.0023540039448413097,0.006373224486899974
2015-06-18,0.004545863545013962,0.006554708613731821
2015-06-19,-0.01005982582555065,0.007031883966580628
2015-06-22,0.007946148185201896,0.007377181135557784
2015-06-23,-0.004555369774938534,0.0074607904759886046
2015-06-24,0.008465688049471343,0.006993492780044103
2015-06-25,-0.004772664230643819,0.0071042106526348755
2015-06-26,-0.005899768070348976,0.0064280933357430455
2015-06-29,-0.017669878780021353,0.00846687288112108
2015-06-30,0.0072012657502771305,0.008661628637091849
2015-07-01,0.009284578871002314,0.009322952372068734
2015-07-02,-0.0012648094096339157,0.009149423039136219
2015-07-06,-0.003485938441544434,0.008659785245771668
2015-07-07,-0.002463166508355652,0.00814539442924089
2015-07-08,-0.025136299183507127,0.011072739777303673
2015-07-09,-0.020607455092477522,0.011372989769070816
2015-07-10,0.026383263170096427,0.015435176400116723
2015-07-13,0.01912159630083643,0.01693404921253909
2015-07-14,-0.0003980584040914614,0.015877290779166865
2015-07-15,0.009587128611113105,0.016000557145181598
2015-07-16,0.013237820029699865,0.016271722287375084
2015-07-17,0.008600382540988605,0.016384310634639847
2015-07-20,0.018725171797930873,0.016979779146295507
2015-07-21,-0.01004505413723189,0.017496824041462345
2015-07-22,-0.04321486843125655,0.021346257284245787
2015-07-23,-0.0004794361165165739,0.01986036217187346
2015-07-24,-0.005287036095277031,0.01839220369520456
2015-07-27,-0.013992944185619471,0.017733171141769578
2015-07-28,0.0049560172858647,0.017878105217810983
2015-07-29,-0.00316591712515768,0.017425387593534587
2015-07-30,-0.005053852782868518,0.016456860179439117
2015-07-31,-0.008782232136891999,0.01577690898372069
2015-08-03,-0.023860270149193674,0.01379412605319301
2015-08-04,-0.03261005811340567,0.015393053149833006
2015-08-05,0.006607566064281478,0.012340802625412227
2015-08-06,0.0021739155055415793,0.012551182227841696
2015-08-07,0.0033819966519335054,0.01304162529806962
2015-08-10,0.035711959163529094,0.018446757443028237
2015-08-11,-0.05344106682735861,0.024294114340563795
2015-08-12,0.01530204139066571,0.025372322556066442
2015-08-13,-0.0007810174952567195,0.025427012633041462
2015-08-14,0.007009419241125414,0.025698397092411087
2015-08-17,0.01029527921365947,0.02503416835225191
2015-08-18,-0.005649140314192724,0.02253499557739197
2015-08-19,-0.01287232818817241,0.022936686630165192
2015-08-20,-0.020733335294820687,0.023834329348540614
2015-08-21,-0.0631130568592213,0.03046443520913494
2015-08-24,-0.025279178319084217,0.02638956973631042
2015-08-25,0.005994391724808867,0.02325870898777378
2015-08-26,0.055770393906739546,0.030383023470202414
2015-08-27,0.029021398215828498,0.032240704333344423
2015-08-28,0.0032714854956417128,0.03214674800207589
2015-08-31,-0.004689340539627107,0.031840668097733366
2015-09-01,-0.04572652671867017,0.034506060565623234
2015-09-02,0.041994761691039884,0.03781926546357359
2015-09-03,-0.017691674343530472,0.03766690215151354
2015-09-04,-0.01001628100840346,0.03130750436226426
2015-09-08,0.027440813031182287,0.030392258781405276
2015-09-09,-0.01942000961416701,0.03166445949155674
2015-09-10,0.02173252340449494,0.027239673416110097
2015-09-11,0.014463594653753464,0.026032498229011755
2015-09-14,0.009585036641636346,0.026166261846552203
2015-09-15,0.008377025168128327,0.026134240775722267
2015-09-16,0.0011174479918043545,0.019860330827142596
2015-09-17,-0.021622071991151515,0.017752178222492785
2015-09-18,-0.004133996999598821,0.016613587524036907
2015-09-21,0.015394042170694178,0.016385307274716807
2015-09-22,-0.015835136185360366,0.01558109435015252
2015-09-23,0.00808027200558703,0.013921765277055704
2015-09-24,0.005930621805203096,0.012470745182234684
2015-09-25,-0.0025249998325733714,0.01174052199737417
2015-09-28,-0.019987499415931698,0.012852014191868127
2015-09-29,-0.030521478932207913,0.014909219019062099
2015-09-30,0.011305702268375573,0.015802153830213297
2015-10-01,-0.006548980196893872,0.014766928904206719
2015-10-02,0.007273662154300364,0.015180325266054107
2015-10-05,0.003617470442205839,0.01403015031830914
2015-10-06,0.004773108574511742,0.013592393613512685
2015-10-07,-0.004773108574511742,0.01314842313891031
2015-10-08,-0.011621649896722097,0.012972571166358565
2015-10-09,0.02364534361640347,0.015830127532702628
2015-10-12,-0.004648634986475386,0.014621058199535847
2015-10-13,0.0017010388696552248,0.010218754054340834
2015-10-14,-0.014234492321259395,0.010932464569689418
2015-10-15,0.01486051014294576,0.011601116291803559
2015-10-16,-0.007357853286499072,0.011791517184749148
2015-10-19,0.006194849764508792,0.011892628674921654
2015-10-20,0.018093703903124148,0.013068274007649917
2015-10-21,-8.797009022609714e-05,0.012873595024706688
2015-10-22,0.015179870001083895,0.012350484280475981
2015-10-23,0.03052475743797034,0.013611015641468945
2015-10-26,-0.03243144590173008,0.018119928953096016
2015-10-27,-0.006352544007699468,0.018373344572313394
2015-10-28,0.040378192179619354,0.020820255237836437
2015-10-29,0.010508884486462922,0.020703765002325607
2015-10-30,-0.00858231270372789,0.020804546542807452
2015-11-02,0.013960782241208669,0.020901659874831086
2015-11-03,0.011405288248679035,0.020652544951810313
2015-11-04,-0.004661467347701009,0.02088733449452122
2015-11-05,-0.004620403071299517,0.020963375226632813
2015-11-06,0.001157086225664461,0.018952978726810035
2015-11-09,-0.004055778085920281,0.014904301982412783
2015-11-10,-0.03202427515312678,0.01877004017420359
2015-11-11,-0.005667949599109434,0.013235625032947899
2015-11-12,-0.0033645985707750903,0.01245266324100741
2015-11-13,-0.029643713457797816,0.014917558257605861
2015-11-16,0.016246416141419306,0.015266571118904216
2015-11-17,-0.0043007615926056175,0.014094421940604845
2015-11-18,0.03117388059340165,0.01861283360376717
2015-11-19,0.012623551544996392,0.019285174499534295
2015-11-20,0.004368461096911691,0.019366188930929874
2015-11-23,-0.01307770114099105,0.0197074607776124
2015-11-24,0.009550702641064834,0.016947823066018056
2015-11-25,-0.007175676642792617,0.017028067942059955
2015-11-27,-0.0018656475560736574,0.016985662532483778
2015-11-30,0.004150884040058589,0.01290953926183808
2015-12-01,-0.008148409404513668,0.012888665896788958
2015-12-02,-0.009074607223009235,0.013261041002720091
2015-12-03,-0.009331143960219723,0.008921691884076932
2015-12-04,0.032705823869044526,0.01357518389782149
2015-12-07,-0.006320938560031131,0.013632112152970981
2015-12-08,-0.00042284851947949065,0.012941668533535289
2015-12-09,-0.02232301490248023,0.014293829620385484
2015-12-10,0.004745912829493992,0.014383402278469713
2015-12-11,-0.026075394372663485,0.016339676470455273
2015-12-14,-0.006203859185385685,0.01609129901363581
2015-12-15,-0.017850544420468406,0.016584161659910706
2015-12-16,0.0076636354556067765,0.017078377536055834
2015-12-17,-0.02142411355255902,0.017880281869472426
2015-12-18,-0.027442427371740408,0.01304379446540465
2015-12-21,0.012186139018186548,0.015031979600661105
